Title,Genre,Run Time,Rating,Number of Votes,Year,Certificate,Synopsis,Actors,Image
Primal Survivor,"Documentary, Action, Adventure",Run Time N/A,8.0,516,(2016– ),Certificate N/A,"Primal Survivor tracks wilderness guide and survival instructor Hazen Audel as he tackles some of mankind's most rigorous journeys, relying on skills learned from native inhabitants.After ...                See full summary »","Star:
Hazen Audel",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
24,"Action, Adventure, Crime",60 min,8.1,"3,132",(2013–2016),Certificate N/A,This thriller series focuses on an anti-terrorist unit agent named Jai Singh Rathod who has twenty-four hours to save the country from a major terrorist attack.,"Anil Kapoor, Neil Bhoopalam, Raaghavv Chanana, Anita Raj",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Logan's Run,"Adventure, Sci-Fi",60 min,7.1,"2,945",(1977–1978),Certificate N/A,"In a futuristic society where reaching the age of 30 is a death sentence, a rebellious law enforcement agent goes on the run in search of Sanctuary.","Gregory Harrison, Heather Menzies-Urich, Donald Moffat, Randy Powell",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"No Game, No Life","Animation, Adventure, Comedy",23 min,7.6,"17,473",(2014),Certificate N/A,"Siblings Sora and Shiro make up the most feared team of pro gamers in the world, The Blank. When they manage to beat God himself in a game of chess, they are sent to a world where all disputes are settled with games.","Yoshitsugu Matsuoka, Ai Kayano, Yôko Hikasa, Scott Gibbs",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Candela Obscura,"Adventure, Fantasy",Run Time N/A,8.7,33,(2023– ),Certificate N/A,Candela Obscura is an ongoing horror drama that follows an esoteric order of investigators as they use centuries of knowledge to fight back a mysterious source of corruption and bleed.,"Matthew Mercer, Ashley Johnson, Laura Bailey, Anjali Bhimani",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Super Mario Bros. Super Show!,"Animation, Action, Adventure",30 min,6.2,"4,788",(1989),Certificate N/A,"The Mario Brothers, Princess Toadstool, and Toad go on various adventures while battling the evil King Koopa.","Lou Albano, Harvey Atkin, John Stocker, Danny Wells",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Australian Survivor,"Adventure, Game-Show, Reality-TV",60 min,8.5,"1,271",(2016– ),Certificate N/A,"A reality show where a group of twenty-four Australians are stranded in a remote location with little more than the clothes on their back. The winner takes home $500,000 and the title of Sole Survivor.","Jonathan LaPaglia, Shonee Fairfax, Locklan Gilbert, Michelle Dougan",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Viper,"Action, Adventure, Crime",60 min,5.8,"1,905",(1994–1999),Certificate N/A,"In the near future, an organized crime group known as the ""Outfit"" has become a major force in America. Engineer Julian Wilkes develops a high-tech crime-fighting vehicle called the Viper, ...                See full summary »","Joe Nipote, Heather Medway, J. Downing, Jeff Kaake",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta","Animation, Action, Adventure",Run Time N/A,6.4,"1,342",(2023– ),Certificate N/A,"A door to another world stretches out before a boy who's been brutally bullied all his life, which grants him access to get cheat skills and a portal which lets him travel between his old and new worlds.","Yoshitsugu Matsuoka, Lee George, Akari Kitô, Kaori Maeda",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kizazi Moto: Generation Fire,"Animation, Short, Action",10 min,7.0,452,(2023– ),Certificate N/A,"This action-packed animated sci-fi anthology presents ten futuristic visions from Africa imagining brave new worlds of advanced technology, aliens, spirits, and monsters.","Khanyiswa Joyi, Lungulethu Menzi, Nomsa Winnie Koro, Lelethu Zulu",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
TaleSpin,"Animation, Action, Adventure",30 min,7.5,"15,568",(1990–1991),Certificate N/A,Baloo the Bear from The Jungle Book (1967) is cast as a 1930s Pacific Islands bush pilot.,"Ed Gilbert, R.J. Williams, Sally Struthers, Jim Cummings",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Erotic Traveler,"Adventure, Drama, Fantasy",30 min,5.9,339,(2007),Certificate N/A,The Midland Art Gallery is the home base for this erotic series starring Divini Rai as erotic photographer Marissa Johanson and Kaylani Lei as her pupil Allison Kraft. The series uses ...                See full summary »,"Divini Rae, Kaylani Lei, Tabitha Stevens, Frankie Cullen",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Honey, I Shrunk the Kids: The TV Show","Action, Adventure, Comedy",60 min,6.0,"1,611",(1997–2000),Certificate N/A,"Wayne Szalinski is a clumsy genius who comes up with new gadgets and experiments all the time. But something usually goes wrong and gets him and his family into trouble, danger and fantastical adventure.","Peter Scolari, Barbara Alyn Woods, Hillary Tuck, Thomas Dekker",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Paraíso,"Adventure, Drama, Mystery",Run Time N/A,5.7,643,(2021–2022),Certificate N/A,A science-fiction mystery series set not in the future but back in the year 1992.,"Macarena García, Pau Gimeno, Cristian López, León Martínez",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Steve Canyon,Adventure,30 min,7.0,153,(1958–1959),Certificate N/A,"Air Force pilot Steve Canyon, the commander of Big Thunder Air Force Base, travels from base to base as an all-around trouble-shooter, when he's not dealing with the the personal and military problems of his own everyday life.","Dean Fredericks, Jackson Beck, Paul Frees, Jerry Paris",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Xiaolin Showdown,"Animation, Action, Adventure",30 min,7.4,"7,694",(2003–2006),Certificate N/A,A young Xiaolin monk named Omi with a giant yellow head leads a trio of other students to collect powerful items known as Shen Gong Wu while battling the evil Jack Spicer who is also after the artifacts,"Jeff Bennett, Danny Cooksey, Grey Griffin, Tom Kenny",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ghost Files,"Adventure, Crime, Horror",Run Time N/A,9.0,319,(2022– ),Certificate N/A,YouTube series focusing on visiting haunted places in order to prove the existence of supernatural entities.,"Ryan Bergara, Shane Madej, Garrett Watts",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Justice League Action,"Animation, Action, Adventure",11 min,7.5,"2,378",(2016–2018),Certificate N/A,"Batman, Superman and Wonder Woman will lead the DC Super Heroes against their most infamous foes.","Kevin Conroy, Jason J. Lewis, Rachel Kimsey, Diedrich Bader",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Sin límites,"Adventure, Drama",40 min,6.8,"2,011",(2022),Certificate N/A,Juan Sebastián Elcano and Ferdinand Magellan's epic voyage around the world after they set sail from Spain 500 years ago.,"Álvaro Morte, Rodrigo Santoro, Niccolò Senni, Paulo Pinto",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Tron: Uprising,"Animation, Action, Adventure",30 min,8.2,"8,658",(2012–2013),Certificate N/A,"In the computer world of the Grid, a young program joins Tron's fight against their world's tyranny.","Elijah Wood, Tricia Helfer, Charlie Bean, Elizabeth Ho",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
3Below: Tales of Arcadia,"Animation, Action, Adventure",24 min,7.7,"6,855",(2018–2019),Certificate N/A,A pair of teenage royals and their bodyguard escape from their home planet and try to blend in on Earth.,"Tatiana Maslany, Diego Luna, Nick Offerman, Frank Welker",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Little Mermaid,"Animation, Adventure, Comedy",25 min,6.7,"5,798",(1992–1994),Certificate N/A,The 1989 animated feature adapted by Disney for television in a prequel that leads up to the events of the movie.,"Jodi Benson, Samuel E. Wright, Edan Gross, Kenneth Mars",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
La Révolution,"Action, Adventure, Drama",Run Time N/A,6.6,"6,073",(2020),Certificate N/A,"In a reimagined history of the French Revolution, the guillotine's future inventor uncovers a disease that drives the aristocracy to murder commoners.","Lionel Erdogan, Marilou Aussilloux, Isabel Aimé González-Sola, Doudou Masta",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Thunderbirds Are Go,"Animation, Action, Adventure",22 min,6.8,"1,749",(2015–2020),Certificate N/A,"In the future, the Tracy family run a private mechanized emergency response service.","Thomas Brodie-Sangster, Rasmus Hardiker, David Menkin, Kayvan Novak",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ridley Jones,"Animation, Adventure, Comedy",27 min,2.3,"1,157",(2021–2023),Certificate N/A,Curious kid Ridley and her friends protect the Museum of Natural History's treasures and keep its magical secret safe: Everything comes alive at night.,"Iara Nemirovsky, Laraine Newman, David Errigo Jr., Tyler Shamy",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Adventures of Robin Hood,"Action, Adventure, Family",30 min,7.6,842,(1955–1960),Certificate N/A,"Robin of Loxley, otherwise known as Robin Hood, and his band of Merry Men protect England from the evil machinations of Prince John while King Richard the Lionheart is away fighting in the Crusades.","Richard Greene, Victor Woolf, Archie Duncan, Alexander Gauge",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Powerpuff Girls,"Animation, Action, Adventure",60 min,3.6,"5,031",(2016–2023),Certificate N/A,"Made from sugar, spice, everything nice and Chemical X by the Professor; Blossom, Bubbles, and Buttercup now use their superpowers and super cuteness to save the world (or at least Townsville) from evil villains and all things icky.","Amanda Leighton, Natalie Palamides, Kristen Li, Tom Kane",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power Rangers DinoThunder,"Action, Adventure, Family",30 min,6.8,"3,516",(2004),Certificate N/A,"A team of unlikely personalities join forces to help save the Earth from the scheming Mesogog, a dinosaur-like villain who wishes to destroy humankind.","James Napier Robertson, Kevin Duhaney, Emma Lahana, Jason David Frank",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Mr. & Mrs. Smith,"Action, Adventure, Crime",60 min,7.1,673,(1996),Certificate N/A,Two spies are recruited by an intelligence agency. They pose as a married couple Mr. and Mrs. Smith when they are on their missions.,"Scott Bakula, Maria Bello, Roy Dotrice, Aida Turturro",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Adventures of Tintin,"Animation, Action, Adventure",30 min,8.3,"18,771",(1991–1992),Certificate N/A,"The adventures of the young reporter, his faithful dog and friends as they travel around the world on adventures.","Colin O'Meara, Thierry Wermuth, Christian Pelissier, Henri Labussière",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Dive Club,"Adventure, Drama, Family",27 min,6.2,"1,121",(2021),Certificate N/A,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.","Miah Madden, Georgia-May Davis, Sana'a Shaik, Aubri Ibrag",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Night Man,"Action, Adventure, Drama",45 min,5.6,860,(1997–1999),Certificate N/A,"Based on the comic created by Steve Englehart (who wrote several episodes), Night Man tells the story of Johnny Domino, a jazz musician who gains super powers after getting struck by lightning.","Matt McColm, Earl Holliman, Jayne Heitmeyer, Derek Webster",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Voltes V: Legacy,"Action, Adventure, Drama",31 min,7.2,412,(2023– ),Certificate N/A,"The story of three brothers, Steve, Big Bert, and Little Jon Armstrong, and their friends Jamie Robinson and Mark Gordon, as they fight the forces of humanoid aliens known as Boazanians who...                See full summary »","Miguel Tanfelix, Ysabel Ortega, Matt Lozano, Radson Flores",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Garfield Show,"Animation, Adventure, Comedy",25 min,5.5,"3,030",(2008–2016),Certificate N/A,"A lasagne-loving pussycat adventures and explores the differences between good and bad, and right and wrong.","Frank Welker, Wally Wingert, Gregg Berger, Jason Marsden",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Galactica 1980,"Adventure, Sci-Fi",60 min,5.4,"3,971",(1980),Certificate N/A,"When the Battlestar Galactica finally arrives at Earth, they find they must subtly raise its tech level while protecting it from the Cylons.","Kent McCord, Barry Van Dyke, Robyn Douglass, Lorne Greene",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
All Hail King Julien,"Animation, Short, Action",23 min,7.1,"2,296",(2014–2017),Certificate N/A,Animated misadventures of a hard-partying lemur and his wild friends in Madagascar.,"Danny Jacobs, Andy Richter, Kevin Michael Richardson, India de Beaufort",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Murder Drones,"Animation, Action, Adventure",20 min,8.3,"1,000",(2021– ),Certificate N/A,"On a post-apocalyptic exoplanet, worker drones struggle to survive by hiding from rogue robots called Murder Drones.","Elsie Lovelock, Michael Kovach, Nola Klop, David Dixon",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Beetlejuice,"Animation, Short, Adventure",22 min,7.3,"7,670",(1989–1991),Certificate N/A,"Adventures of the ghostly con-artist and his 12-year-old pal, Lydia.","Stephen Ouimette, Alyson Court, Tabitha St. Germain, Elizabeth Hanna",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Spider-Man,"Animation, Action, Adventure",25 min,7.3,"3,955",(1967–1970),Certificate N/A,"Original cartoon series based on the web-slinging Marvel comic book character, Peter Parker, who, after being bit by a radioactive spider, assumes extraordinary powers.","Paul Soles, Peg Dixon, Paul Kligman, Bernard Cowan",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Johnny Test,"Animation, Action, Adventure",30 min,5.2,"9,121",(2005–2014),Certificate N/A,"The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process.","James Arnold Taylor, Maryke Hendrikse, Lee Tockar, Ashleigh Ball",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power Rangers Mystic Force,"Action, Adventure, Family",22 min,6.7,"3,047",(2006),Certificate N/A,"Legend says when the darkness arises, five brave teen sorcerers will be called to fight for the planet's survival - with the guidance from their wise mentor and the ancient Xenotome, book ...                See full summary »","Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power Rangers in Space,"Action, Adventure, Family",30 min,7.3,"3,522",(1998–1999),Certificate N/A,"The most evil forces of the universe (Rita & Zedd, the Machine Empire and Divatox) have formed an alliance with the monarch of all evil, Dark Specter. With Zordon as his prisoner, Dark ...                See full summary »","Tracy Lynn Cruz, Patricia Ja Lee, Roger Velasco, Christopher Khayman Lee",https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
